Date,Open,High,Low,Close,Adj Close,Volume,LOG_ADJ_CLOSE,zScore,mean,stdev,LB,UB,UpperEntryZscore,LowerEntryZscore,long_entry,long_exit,num_units_long,short_entry,short_exit,num_units_short,stance,pct_rets,syst_rets,syst_cum_rets,market_cum_rets,Det_Adj_Close,Det_pct_rets,Det_syst_rets
2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.76010131835938,141147500,5.086114381621862,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,,,1.0,,28.04765925621131,,
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.85740661621094,91974200,5.09899657776193,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.012965529081388648,0.0,1.0,1.0129655290813886,30.231320315379087,0.07785537606615751,0.0
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,164.12576293945312,95056600,5.100632981138908,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.001637743015613175,0.0,1.0,1.0146245063016985,30.58603239993746,0.01173326473531244,0.0
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,162.21734619140625,83474400,5.088937079190212,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.011627770764733019,-0.0,1.0,1.002826685130142,28.763971413206797,-0.059571668626571775,-0.0
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.55709838867188,79724800,5.109316140686069,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.020588132377193053,0.0,1.0,1.023473013674983,32.190079371788634,0.11911108898574284,0.0
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,165.22909545898438,76678400,5.107332968212185,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.0019812072866695236,-0.0,1.0,1.0214453014825806,31.94843220341732,-0.007506883272338089,-0.0
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,162.18751525878906,83737200,5.088753167441369,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.0184082603112134,-0.0,1.0,1.0026422704792233,28.99320776453822,-0.0924998265975317,-0.0
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,158.3408203125,96418800,5.064749800432786,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.023717577398921323,-0.0,1.0,0.9788620248257021,25.23286857956537,-0.12969724548975725,-0.0
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.4920196533203,131148300,5.053005016049498,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.011676083624746363,-0.0,1.0,0.9674327499667486,23.470423681701895,-0.06984718730278554,-0.0
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.96884155273438,91454900,5.087403980639193,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.03499745170103222,0.0,1.0,1.0012904309077066,29.033601342432142,0.2370292814555126,0.0
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.56552124023438,105342000,5.059841379632907,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.027186218474411647,-0.0,1.0,0.974069130496712,24.716636791248355,-0.14868856606068406,-0.0
2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,153.79833984375,96970100,5.035642262759384,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.02390866584790902,-0.0,1.0,0.9507804371429027,21.035811156080193,-0.14892097441313154,-0.0
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.7130889892578,108732100,5.008720722401365,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.026562385905092085,-0.0,1.0,0.9255254402605008,17.03691606290419,-0.1900994006603906,-0.0
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,154.1561737060547,92964300,5.037966203520804,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.029677329796566246,0.0,1.0,0.9529925639862238,21.566356541017278,0.265860350628562,0.0
2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.62905883789062,102300200,5.06656851333771,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.029015283814483123,0.0,1.0,0.980643913703376,26.12559743416943,0.21140524522447185,0.0
2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.65286254882812,75615400,5.073001849152432,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.006454074167985615,0.0,1.0,0.9869730622548014,27.235756906423113,0.04249317073230705,0.0
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.9926300048828,123511700,5.093704985090577,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.02091893250603794,0.0,1.0,1.0076194851293871,30.661880123794013,0.12579504322726953,0.0
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,164.38421630859375,95811400,5.102206470157761,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.00853772531720759,0.0,1.0,1.016222263517688,32.139822188821164,0.04820128638753135,0.0
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,167.80349731445312,81532000,5.122793635975942,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.020800543279900167,0.0,1.0,1.0373602386919858,35.64545895599675,0.10907455388458603,0.0
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,169.18511962890625,98062700,5.130993497849058,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.008233572819188937,0.0,1.0,1.0459014197569874,37.11343703176606,0.0411827514293331,0.0
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,173.0218963623047,90131400,5.1534181550568885,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.02267797984724717,0.0,1.0,1.0696203510764435,41.03656952648071,0.10570652595060841,0.0
2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,173.66798400878906,80546200,5.157145338519764,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.003734138048813656,0.0,1.0,1.0736144611271834,41.7690129342813,0.017848553528041506,0.0
2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,174.5426788330078,90371900,5.162169289577784,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.005036592260865325,0.0,1.0,1.0790218194132497,42.730063519816234,0.023008697549234312,0.0
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,177.88243103027344,100589400,5.18112283223605,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.019134301247094435,0.0,1.0,1.0996681479580908,46.15617147839807,0.08018026832543712,0.0
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,176.69960021972656,92633200,5.174451116842766,1.7232272854928057,5.097799533811409,0.04448141210196584,5.0755588277604256,5.120040239862392,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.006649508912690605,-0.0,1.0,1.0923558948072416,45.05969642916741,-0.023755762536410378,-0.0
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,173.5586395263672,103049300,5.156515522263608,1.2174347402497674,5.100615579437078,0.045916171913298214,5.077657493480429,5.123573665393727,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.017775709110001266,-0.0,1.0,1.072938494176553,42.00509149712422,-0.06779018000809092,-0.0
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,173.26043701171875,78751300,5.1547958787473895,1.1012258563752957,5.102847551476497,0.04717318156865779,5.079260960692168,5.126434142260826,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.0017181657764903965,-0.0,1.0,1.0710950079755797,41.793244743791995,-0.005043358930588883,-0.0
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,177.36557006835938,76468400,5.178212970252215,1.459399728207711,5.1059507510410285,0.049515028552137394,5.0811932367649595,5.1307082653170974,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.023693424346857485,0.0,1.0,1.0964729165153457,45.98473356174883,0.10029106004217213,0.0
2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,174.00592041015625,73401800,5.159089323981406,0.9969019058737143,5.108756840832676,0.050488902521073104,5.08351238957214,5.134001292093212,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.018941949426307853,-0.0,1.0,1.0757035819833958,42.71143966486189,-0.07118218685537285,-0.0
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,170.7953643798828,89058800,5.140466140353151,0.5986567310370801,5.11000284081936,0.05088608872904298,5.084559796454839,5.135445885183881,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.01845084364201924,-0.0,1.0,1.0558559433870602,39.58723939590467,-0.07314668607453803,-0.0
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,171.10348510742188,77594700,5.142268549524265,0.6018638004792372,5.111400264071843,0.05128782529841895,5.085756351422634,5.137044176721052,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.001804034486871323,0.0,1.0,1.0577607439220984,39.98171588475994,0.009964738508542839,0.0
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,169.0658416748047,76575500,5.130288234759274,0.33648078808460735,5.113061666764559,0.05119628996584388,5.087463521781637,5.138659811747481,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.011908836522750649,-0.0,1.0,1.045164044142547,38.03042821345897,-0.0488045004602906,-0.0
2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,164.75198364257812,72246700,5.104441213629271,-0.20317797532009016,5.114649323292419,0.050242205864417196,5.08952822036021,5.1397704262246275,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.025515846308707325,-0.0,1.0,1.0184957990248187,33.80292594254859,-0.11116104838951735,-0.0
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,166.65049743652344,79265200,5.115898789666926,-0.026069273385589314,5.117165074237116,0.04857383447019388,5.092878157002019,5.141451991472213,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,0.011523465465909358,0.0,1.0,1.0302324001920549,35.787795497810116,0.05871886826113831,0.0
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,169.37396240234375,70618900,5.132109065577378,0.272633992052761,5.118953277634643,0.048254393532077826,5.094826080868604,5.143080474400682,0.5,-0.5,False,True,0.0,False,False,0.0,0.0,0.01634237525668155,0.0,1.0,1.047068844677585,38.59761622494664,0.07851337831938994,0.0
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,164.2947540283203,75329400,5.1016620953083995,-0.4050108393842628,5.120626106261662,0.04682346522402628,5.097214373649649,5.144037838873675,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.029988129828113136,-0.0,1.0,1.0156692082244212,33.60476361223939,-0.1293565018007574,-0.0
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,164.07608032226562,69023900,5.100330224657876,-0.5247466529441585,5.123213624737603,0.04360847268169628,5.101409388396755,5.1450178610784505,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0013309841044406908,-0.0,1.0,1.0143173686529046,33.472445667500914,-0.003937475837213813,-0.0
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,166.3920440673828,67723800,5.1143467151490185,-0.35761979944895883,5.127438664447509,0.03660856954414576,5.109134379675436,5.145742949219582,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.01411518205803277,0.01411518205803277,1.0141151820580327,1.028634642976065,35.874765173934314,0.07177006216686048,0.07177006216686048
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,166.2230682373047,67929800,5.11333067084818,-0.5399913462566087,5.130453243140604,0.03170897535881428,5.114598755461197,5.146307730820011,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0010155283026013903,-0.0010155283026013903,1.013085319388555,1.0275900353830867,35.792145105172374,-0.002303013507164923,-0.002303013507164923
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,165.41795349121094,87227800,5.1084753225949875,-0.8100912932021065,5.132129515510894,0.02919941630579342,5.117529807357998,5.146729223663791,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0048435801037214985,-0.0048435801037214985,1.0081783594921923,1.0226128207329226,35.07338612039484,-0.020081472699261832,-0.020081472699261832
2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,160.81582641601562,84882400,5.080259774886813,-1.8226744488169968,5.13241983254027,0.02861731983312284,5.118111172623709,5.146728492456831,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.027821206695316993,-0.027821206695316993,0.9801296209670144,0.9941624980780308,30.557614806515737,-0.12875207709851608,-0.12875207709851608
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,161.89927673339844,96046400,5.086974393307326,-1.5564339220503842,5.1321506088689395,0.029025463221785994,5.117637877258047,5.146663340479832,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.006737212011584152,0.006737212011584152,0.9867329620223027,1.0008603816015484,31.727420885214762,0.03828198261238603,0.03828198261238603
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,155.8558807373047,95623200,5.048931738817502,-2.4572714376767695,5.13001961961533,0.03299915489779686,5.1135200421664315,5.146519197064228,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0373281222623711,-0.0373281222623711,0.9499000733756225,0.9635001429095624,25.770380650437197,-0.18775683836165816,-0.18775683836165816
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,155.6272735595703,88063200,5.047463876330381,-2.1558795927758814,5.127006429229507,0.03689563794084979,5.108558610259082,5.145454248199932,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0014667857039009822,-0.0014667857039009822,0.9485067735278606,0.9620868946742361,25.628129234019035,-0.0055199579062387176,-0.0055199579062387176
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,162.65469360351562,130216800,5.0916295095796436,-0.9001361190615401,5.125431869698731,0.03755249834250471,5.106655620527478,5.144208118869983,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.04515545304631574,0.04515545304631574,0.9913370266040105,1.0055303642731743,32.74190503928056,0.27757686643075874,0.27757686643075874
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,156.7007293701172,131747600,5.054337803914749,-1.693263505453244,5.121468655653046,0.039645838655411894,5.10164573632534,5.141291574980752,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.03660493344207897,-0.03660493344207897,0.9550492007265022,0.9687229922149654,26.874296567198307,-0.17920791307173073,-0.17920791307173073
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,157.00889587402344,123055300,5.056302465361083,-1.4920338218214262,5.117434940726698,0.04097258015973561,5.09694865064683,5.137921230806565,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.0019665926581514514,0.0019665926581514514,0.9569273934728243,0.9706280757392377,27.26881883242077,0.014680282486128439,0.014680282486128439
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,158.51971435546875,88966500,5.065878966374287,-1.1601893685715459,5.113583327798557,0.04111773708373598,5.093024459256689,5.1341421963404255,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.009622502425961407,0.009622502425961407,0.9661354296379854,0.9799679467527447,28.865993075182296,0.058571449411757945,0.058571449411757945
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,165.02037048339844,108256500,5.106068923755476,-0.11675638573096819,5.110581171459335,0.038646688792306934,5.091257827063182,5.129904515855489,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.041008502660763356,0.041008502660763356,1.0057551969749525,1.0201549649046175,35.45300496442817,0.22819280362500655,0.22819280362500655
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,155.8260498046875,130525300,5.048740319747064,-1.4885834838615626,5.105552739575506,0.03816542400501712,5.0864700275729975,5.124635451578015,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.05571627703766375,-0.05571627703766375,0.9497182617882259,0.9633157282586436,26.345040047033443,-0.2569024805240971,-0.2569024805240971
2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,156.5626678466797,116124600,5.05345636335321,-1.262576508039714,5.101430373219091,0.03799691310617313,5.082431916666004,5.120428829772178,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.004727181642064759,0.004727181642064759,0.9542077525204847,0.9678694966847801,27.168013850341843,0.03123828249413007,0.03123828249413007
2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,151.36648559570312,131577900,5.019703953194405,-1.9243820330136454,5.096026696196971,0.03966091020037349,5.076196241096785,5.115857151297158,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.03318915244894226,-0.03318915244894226,0.9225384059541197,0.9357467284086278,22.058187360681494,-0.18808244569545723,-0.18808244569545723
2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,153.8052978515625,115366700,5.035687502847348,-1.4553931394062052,5.090325677500777,0.03754186629993419,5.07155474435081,5.109096610650744,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.01611196987405385,0.01611196987405385,0.9374023169585103,0.9508234515064922,24.583355377857053,0.11447758493867212,0.11447758493867212
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,145.83184814453125,142689800,4.982454232925915,-2.4852777897385083,5.083260273858557,0.04056127703263666,5.062979635342239,5.103540912374876,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.05184119024772753,-0.05184119024772753,0.8888062651064036,0.9015316320649432,16.696261432142016,-0.32083065246736714,-0.32083065246736714
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,141.90980529785156,182602000,4.955191681834029,-2.6112635313103767,5.075849295517792,0.046206601607619004,5.052745994713983,5.098952596321602,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.02689428198696778,-0.02689428198696778,0.8649024587808484,0.8772855861320175,12.860574346778542,-0.22973329094975617,-0.22973329094975617
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,146.43905639648438,113990900,4.986609344612622,-1.75293471340146,5.069622927321326,0.047356916417966285,5.045944469112343,5.093301385530309,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.031916406967978435,0.031916406967978435,0.8925070376429032,0.9052853899261485,17.47618120672754,0.3588958576414719,0.3588958576414719
2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,144.876220703125,86643800,4.975879727530371,-1.7816132993963354,5.063446587032171,0.04915031759780336,5.03887142823327,5.088021745831073,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.010672260063790568,-0.010672260063790568,0.8829819704284149,0.8956239488129066,15.999701274684377,-0.08448527253052195,-0.08448527253052195
2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,148.55934143066406,78336300,5.0009844840154,-1.168709951862901,5.059308317847616,0.04990445554027261,5.03435609007748,5.084260545617752,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.025422534558562082,0.025422534558562082,0.9054296100862186,0.9183929796030786,19.769177763539652,0.23559667922172722,0.23559667922172722
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,140.17776489257812,109742900,4.942911366392189,-2.042954233689377,5.052388820916626,0.05358781548754087,5.0255949131728554,5.079182728660396,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.056419047482098625,-0.056419047482098625,0.8543461339230662,0.8665781224796265,11.473956986769899,-0.41960373243588567,-0.41960373243588567
2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,136.72357177734375,136095600,4.917961163227234,-2.1965143477579323,5.04382290482262,0.057300669000344806,5.015172570322448,5.072473239322792,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.024641519415589293,-0.024641519415589293,0.8332937470763673,0.8452243208494198,8.106119632851737,-0.29352013065775506,-0.29352013065775506
2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,136.96246337890625,137426100,4.919706898351034,-1.9128916724682046,5.0365446969443255,0.06107915062567841,5.006005121631486,5.067084272257165,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.0017472598064621828,0.0017472598064621828,0.8347497277476101,0.8467011473326843,8.43136699573045,0.040123681565293,0.040123681565293
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,142.45730590820312,117726300,4.959042347155631,-1.1689410719758664,5.0308931818442355,0.06146660119244085,5.000159881248015,5.061626482440456,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.04011933192304967,0.04011933192304967,0.8682393291477919,0.8806702317021513,14.01256528634351,0.661956512323484,0.661956512323484
2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,139.7198486328125,104132700,4.939639336577126,-1.369844880522327,5.02390488670136,0.061514665873776644,4.993147553764472,5.0546622196382485,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.019215983749928504,-0.019215983749928504,0.8515552563078391,0.863747286840717,11.361463772269097,-0.18919458785024512,-0.18919458785024512
2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,139.87911987304688,92482700,4.940778620161131,-1.254961139633708,5.017002804673878,0.0607382827288143,4.986633663309472,5.047371946038285,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.0011399328140767177,0.0011399328140767177,0.8525259720875039,0.8647319007160564,11.607090773819685,0.021619309489866165,0.021619309489866165
2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,143.12423706054688,90601500,4.963713043712964,-0.8117573271115425,5.011212313518597,0.05851412511994033,4.981955250958627,5.040469376078567,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.023199439562139375,0.023199439562139375,0.8723040968521021,0.8847931961841724,14.938563722635898,0.28702049581024214,0.28702049581024214
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.95751953125,90978500,5.003661161478525,-0.07910303319828059,5.0081483689822655,0.05672611178502922,4.979785313089751,5.03651142487478,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.04075677600458006,0.04075677600458006,0.9078563995353808,0.9208545142914273,20.858201954655208,0.39626555416766623,0.39626555416766623
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,148.16116333007812,103718400,4.998300622716923,-0.11600921274016746,5.00460141815865,0.0543128885448036,4.977444973886248,5.031757862431052,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,-0.005346196712176093,-0.005346196712176093,0.9030028206370567,0.91593144491473,20.148201514799545,-0.03403938850525904,-0.03403938850525904
